Q231690	Bhimrao Ramji Ambedkar
Q4943906	Bootham School
Q165950	espionage
Q3643673	Brandon
Q557103	São Bernardo Futebol Clube
Q27669252	1994 Welsh Badminton Championships – women's doubles
Q17984061	Meyer C. Molinsky
Q1635367	FC Sokol Saratov
Q5725106	Henry Lowther, 3rd Earl of Lonsdale
Q497659	Barbados national football team
Q16408125	Jessie Garon Presley
Q37123470	Susak
Q19614652	Carrie Cloveree Rivers
Q268896	Countess Palatine Maria Franziska of Sulzbach
Q18887885	Category:Ilya Ilyich Mechnikov
Q1315769	Princess Ubol Ratana of Thailand
Q6186160	Jesse Bochco
Q4995102	Regina
Q5499390	Fredric G. Levin College of Law
Q8958423	Category:Franz Joseph I of Austria
Q2219079	Samuelson
Q3305213	painting
Q27879987	1998 Peru International Badminton Championships – women's doubles
Q998550	bookseller
Q6512	Søren Kierkegaard
Q12292	Vila-real
Q6760	UTC+03:00
Q37626439	Harzheimat
Q6693608	Lower Merion High School
Q37187641	Salomea Abigail Euler
Q260911	Chiclayo
Q4806196	Ashwin Sood
Q835853	Keflavík Football Club
Q11279730	Kristen
Q337504	Académie de la Grande Chaumière
Q1671502	liver tumor
Q13582327	Dwight
Q14403	Velociraptor
Q34789168	Knight of the Military Order of William, 4th class
Q5056199	Cecil Lowther
Q7296496	Ravensbourne University London
Q5238279	David Owen
Q621737	Académie Goncourt
Q7244234	Prince Sahle Selassie of Ethiopia
Q82500	St. Pölten
Q2002664	Sarata Raion
Q219563	University of Washington
Q2575099	Audenshaw
Q61907	Georg Ratzinger
Q132518	International Brigades
Q21198667	Quentin Tarantino
Q3544113	Castlederg
Q11098132	Li Jia
Q3791440	Iago
Q15976341	slavicist
Q4056436	bard song
Q50275443	John Jacob
Q1688897	FC Sportakademklub Moscow
Q3007315	media culture
Q39997	Korea University
Q639400	Ardingly College
Q8288	Wikimedia Deutschland
Q934858	Cemetery of Poggioreale, Naples
Q2143481	Renate Ramge
Q9180150	AS Minerul Cavnic
Q2549042	Ward
Q194944	Bollingen Prize
Q547893	Mark Phillips
Q15944807	Institute of Zoology, Chinese Academy of Sciences
Q5932520	Hugh Rodham
Q852058	Helsinge Municipality
Q485172	Ann Arbor
Q21923153	Lakhdar
Q77035	Udo Kier
Q37437005	Linz
Q1132041	Corcoran College of Art and Design
Q1570884	Halesworth
Q2914443	Madonna singles discography
Q730605	It Don't Mean a Thing
Q16869584	Disztl
Q1094046	City, University of London
Q16903654	Woolverstone Hall School
Q4737892	Club Atlético Alvarado
Q1145312	Uqbah ibn Amir
Q61734	Schopfheim
Q1818992	Leonard Huxley
Q152785	Pauline Bonaparte
Q337449	International Academy of the History of Science
Q55297681	Category:Edward Grey, 1st Viscount Grey of Fallodon
Q4768219	Anne Chamberlain
Q44181482	von Lenard
Q30687	Puntarenas
Q40386	Cullen
Q988680	Mangaratiba
Q37463050	Kenworthy
Q6541319	Ballades
Q11093953	Zhu Changxu
Q7498982	Shirshov Institute of Oceanology
Q3590024	France B national football team
Q27570405	1993 German Open Badminton Championships – women's singles
Q5285943	do Amaral
Q6699136	Ludvík
Q941492	domra
Q2357260	Prince George William of Great Britain
Q23111	Suffolk
Q181624	Vladimir Kovalevsky
Q626535	Honnō-ji
Q48215	Dover
Q206870	Doctor Zhivago
Q3866478	Mountain View Cemetery
Q21021685	Silvestre
Q55819653	Roslyn Jordan
Q503833	Justin Francis Rigali
Q962295	Earl Stanhope
Q187153	14th arrondissement of Paris
Q7812345	Imperial Concubine Cheng
Q423	North Korea
Q9438751	Category:Brad Pitt
Q16193278	François Olivennes
Q669052	Northenden
Q21507170	Iribarne
Q6905651	Montgomery Bell Academy
Q721418	CIS national football team
Q29291882	Administrator of Norfolk Island
Q22249122	2016 The Republicans (France) presidential primary
Q11099352	Du Zhili
Q7528325	Mervyn Manningham-Buller
Q16766120	Ermanno
Q41540232	Steingrímur
Q9790	Emperor Wenzong of Tang
Q5052545	Catherine Blake
Q76878	Bruno Bauer
Q24711890	Portal:George W. Bush
Q131293	Mardin Province
Q276887	Miss Universe 2005
Q1307005	Medal for Merit
Q139753	James B. Pollack
Q37490831	Caceres
Q1156579	Erbil SC
Q150068	Republican Left of Catalonia
Q2805012	Ridgeville
Q10714990	varatuomari
Q6903537	Jacinto
Q21509940	Colgan
Q19825033	Vince
Q699473	Christian August, Prince of Anhalt-Zerbst
Q171251	administrative law
Q1754354	Richard Nixon Presidential Library and Museum
Q547674	George Zweig
Q42591419	Santamaría
Q51482	Red Bull
Q535987	Francis, Duke of Teck
Q937281	William Tell
Q55293678	Category:Jason Robards
Q71163	Döbeln
Q4076787	Ballineen and Enniskean
Q973829	Order of New Zealand
Q676301	João VI of Portugal
Q15715254	Commander with Star of the Order of Polonia Restituta
Q2134598	EMF CD Cobeña
Q909993	Brentwood
Q37093	Yahoo!
Q1349639	Frank Sinatra Jr.
Q497989	Montserrat national football team
Q3904025	Pietro Maiellaro
Q1641970	John R. Wooden Award
Q1891367	S.C. Covilhã
Q360779	Sleepy Hollow Cemetery
Q7336	Otto Frank
Q11802686	Sir Matthew White Ridley, 4th Baronet
Q57674	Sophia Charlotte of Hanover
Q162467	FK Drnovice
Q21428220	Feist
Q5233	François-Édouard Picot
Q8694679	Category:Oliver Cromwell
Q2426861	Club of Madrid
Q385378	construction
Q276010	Diane de Poitiers
Q1100169	Raúl Maradona
Q9573	Pinerolo
Q27324	Garding
Q2160826	Cranbrook
Q661562	John Amery
Q3733194	Espolada Hokkaido
Q4570781	Lincoln University
Q221178	Bram Stoker Award for Novel
Q1154452	Gianfranco
Q34216	Mossad
Q23765923	Roberta Fulbright
Q5744552	Hershey Wildcats
Q21492126	Barnett
Q6314038	Juno Award for Indigenous Music Album of the Year
Q18117051	Rachel Pissarro
Q1347065	epiglottitis
Q7681562	Tammy
Q3809381	John Stanislaus Joyce
Q15725864	Gardiner
Q8118	1912 Summer Olympics
Q989450	Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series
Q56560634	Terrades
Q19961809	Boban
Q6121672	Jae
Q531868	Hazel Brooks
Q106529	Alain Delon
Q32978882	Aurelius
Q23016586	Kals
Q467421	Americana
Q56244697	Mpenza
Q2013948	Barra
Q315879	Marcel Dupré
Q19961771	Quinton
Q212856	Wadowice
Q188605	pulmonary emphysema
Q15709639	Whitehead
Q1320354	Koni
Q391167	Ozieri
Q705669	Beyond Borders
Q6138827	James Maitland, 7th Earl of Lauderdale
Q18220943	Raül
Q21396351	Beaumont
Q7157731	Peacock
Q2104471	Disney Music Group
Q3007199	OFK Kikinda
Q310296	Independent Social Democratic Party of Germany
Q12506487	Pro Duta F.C.
Q1130961	HamKam
Q32088088	Category:Olav V of Norway
Q1810148	Le Roncole
Q1166602	Domont
Q417685	Akhisar Belediyespor
Q4498622	Khovanskoye Cemetery
Q15730344	Castellano
Q17254539	Category:Max Born
Q58868	Johann Wilhelm Ritter
Q37010271	Pokhrel
Q5776942	La Salle Bonanova
Q18154342	Nora Katseli
Q16002273	Ajose
Q24996765	Category:Gloria Macapagal Arroyo
Q621549	Inglewood
Q44242	Río Gallegos
Q16996284	lieutenant
Q8857606	Category:Uma Thurman
Q126758	Chernogorsk
Q576065	Ancient Macedonians
Q16622960	Walker
Q37549527	Fabbro
Q1334445	KS Kastrioti
Q3471751	Basilica Shrine of Our Lady of Mondovi
Q434056	Anna Branting
Q1446181	Hunter College
Q937255	Polish–Lithuanian–Teutonic War
Q24889970	Category:Edward Heath
Q8863629	Michalina Mościcka
Q5362962	Elizabeth Herbert, Baroness Herbert of Lea
Q502396	Andrey Kapitsa
Q155863	Kronstadt
Q5986517	Ickworth House
Q2000124	postage stamp designer
Q4115170	British Indian people
Q2428356	Tashkent State University of Economics
Q23783521	grave of Jacques-Louis David
Q204911	Russian Social Democratic Labour Party
Q1524530	Impulse!
Q4172903	Anatoliy Yevdokymenko
Q7895775	University of Michigan School of Music, Theatre & Dance
Q6117192	Salcedo
Q593888	Peredelkino
Q1065382	Charles Lyell
Q389336	American Academy of Dramatic Arts
Q682010	video art
Q7155959	Pavlos
Q9426986	Category:Alexander I of Russia
Q460448	Cádiz Club de Fútbol
Q2782528	Nelson
Q2822319	Académie de Nîmes
Q150195	Hampstead Garden Suburb
Q497294	lepidopterist
Q1055895	Cerro Largo FC
Q1986953	Nicole Bierhoff
Q22343619	Maurice Crawford Macmillan
Q968951	La Grange
Q1370294	Estonia national futsal team
Q5094009	chestnut hair
Q39599	Christiaan Huygens
Q18595406	Alice Hogg
Q159273	Arequipa
Q27570308	1963 German Open Badminton Championships – men's singles
Q211053	Amalienborg
Q4951921	Anne-Marie Hagelin
Q1281237	Vilnius Cathedral
Q8479424	Category:Gabriel García Márquez
Q269980	Newry
Q253667	Suha Arafat
Q21510955	Fomienko
Q43174518	Onishchenko
Q19825037	Hossein
Q4174242	Yeysk Higher Military Aviation Institute
Q1539760	Chacha
Q6218165	John Adams, Sr.
Q5180517	Crafers
Q751026	Encyclopaedia Hebraica
Q6831126	Michael Hicks Beach, Viscount Quenington
Q690054	Order of Saint Henry
Q81984	Inklings
Q26515	Östersund
Q23952585	Gauck
Q444609	Nora Barnacle
Q17278969	Johanna von der Leyen
Q42486	wrestling
Q4315048	Order of Playa Girón
Q21488850	Verri
Q13571989	Randolph
Q7145817	Patricia Russell, Countess Russell
Q162413	Sirte
Q274025	Sophie of Legnica
Q16073432	Ann Astaire
Q3047595	Edinburgh Academy
Q7041317	Geoffrey
Q465594	Joy Davidman
Q5077167	Charles E. Rosenberg
Q2017456	San Diego Sockers
Q594279	Henrik
Q660821	Raiding
Q107358	Koine Greek
Q368688	Cauchy-à-la-Tour
Q5388553	Erik Dellums
Q1873505	Order of Distinction
Q1047257	All-Union Central Council of Trade Unions
Q3077214	St. George Saints Football Club
Q1423118	Göztepe S.K.
Q27877675	2009 Malaysian Badminton Championships – men's singles
Q16870755	Hessler
Q3679132	Clarissa
Q5685607	Hawthorne High School
Q924252	Milas
Q473292	Marconi Prize
Q5953835	Clara
Q173690	Gjirokastër
Q4794029	Armthorpe Welfare F.C.
Q2584946	2009 CONCACAF U-17 Championship
Q21508765	Ruddy
Q6865359	Nepean High School
Q4799073	Arthur Hill, 4th Marquess of Downshire
Q999763	University of Paris 1 Pantheon-Sorbonne
Q7517008	Silvia Lemus
Q6216087	Johann Leopold Abel
Q2011497	Wilmslow
Q504821	Eduardo Martínez Somalo
Q611420	Steklov Institute of Mathematics
Q4551117	Eden Cale
Q1726677	Lücken family
Q5480300	Jimi
Q168159	Anglesey
Q4121057	Christine Chow Ma
Q209640	MŠK Žilina
Q3249136	North London Collegiate School
Q3218812	Laureen Harper
Q1651392	Romans
Q1952033	Pennsylvania Academy of the Fine Arts
Q1980760	FC Desna Chernihiv
Q207593	Muret
Q27631922	Way
Q177346	Charles Granville Bruce
Q167407	investiture
Q1198944	Flota Świnoujście
Q9184726	Category:Guido Reni
Q5714647	Henley High School
Q5232929	Michel Trudeau
Q9211562	Poços de Caldas Futebol Clube
Q2007919	John F. Kennedy Presidential Library and Museum
Q17420990	Category:Nicole Kidman
Q184222	The Metamorphosis
Q2489707	Keldysh Institute of Applied Mathematics
Q210720	20th arrondissement of Paris
Q5623170	Guðmundur Gunnarsson
Q630530	Songs of Innocence and of Experience
Q16275555	Don
Q4710895	Albert Neuberger
Q2902978	Davidson College
Q21488847	Cissé
Q1958474	Fatherland – All Russia
Q2541667	Zazou
Q1563325	Sylvie Banecki
Q16280379	Olivier
Q13553587	Goldsmith
Q1078482	Chief Cabinet Secretary
Q18939491	diarist
Q470740	Tullins
Q6998906	Category:David Beckham
Q2121249	Stainforth
Q27608326	1990 Indonesia Open Badminton Championships – women's doubles
Q2480017	Philippine Legion of Honor
Q2106616	Potters Bar Town F.C.
Q1004693	Fårö
Q21510196	Pantelic
Q3626881	A.S.D. Itala San Marco Gradisca
Q2939348	Carlos Fuentes Lemus
Q55305063	Category:Frederick Augustus Abel
Q3710319	Wilton
Q5929015	Hudson Valley Quickstrike Lady Blues
Q799485	1989 Badminton World Championships – women's doubles
Q837649	2011 Vuelta a España
Q333495	falling
Q7099217	Oracene Price
Q2938	Leverkusen
Q11881764	Mauno
Q37493140	Tye
Q15055337	Category:Andrzej Wajda
Q7563561	Category:Guglielmo Marconi
Q230386	Isma'ilism
Q4819947	James Stewart filmography
Q2622385	Minister of State
Q48599	Order of Leopold II
Q208858	Gilbert N. Lewis
Q5035093	Cape Town City F.C.
Q7412037	Samuel Longfellow
Q13403801	Lindsay
Q6548118	Lillian G. Carter Nursing Center
Q15732807	Claudia Villafañe
Q1744078	Kjetil
Q6942807	Muskingum University
Q740833	Santa Maria
Q18402099	Horace
Q6355838	Imeni Matrosov
Q1472235	Golden Globe Award for Best Original Song
Q318770	Order of Merit of North Rhine-Westphalia
Q673412	La Seu d'Urgell
Q17381098	Martti Ingman
Q864197	Monk's House
Q20725219	Usain
Q1789805	Lithgow
Q13553878	Lamb
Q645968	British royal family
Q78506	Ingeborg Bachmann
Q21501910	Boulanger
Q55302818	Category:Faina Ranevskaya
Q321492	John Maurice, Prince of Nassau-Siegen
Q992930	Nobuteru Ishihara
Q4954524	Bradfield College
Q6771730	Marlene Dietrich filmography
Q16402907	semiotician
Q169547	Judith of Bavaria
Q269400	Princess Joséphine Caroline of Belgium
Q2640154	Georg Büchner Prize
Q3323	Belgorod
Q454576	Bridget Dowling
Q1902350	El Peral
Q1010639	Mount Barker
Q7059993	Northwest Classen High School
Q126701	regatta
Q382056	Pont-Aven School
Q469702	Rotrude of Trier
Q406181	Pacheco
Q1558065	Gymnasium Andreanum
Q4416778	Abigail
Q4251230	Nikolaï Kiouner
Q6792206	Maud Bevan
Q1439921	list of regicides of King Charles I
Q20312195	Anastasios
Q660960	North Attleborough
Q4484314	18th-century philosophy
Q1188487	Polish Requiem
Q835405	Magdolna Purgly
Q272097	Syria national football team
Q50713	Jean Renoir
Q4340916	Con O'Neill
Q9104060	Category:Richard von Weizsäcker
Q6500798	Laurence Olivier Award for Best New Play
Q20071	Glauchau
Q19844617	Dafydd
Q15074074	Major League Baseball All-Star
Q54819733	Raiford
Q1158298	Hilmar
Q22230757	National Assembly Deputy
Q711394	Wilder Penfield
Q3143067	Studio City
Q750186	Erik
Q37251206	polla
Q2662732	FK Kolubara
Q5251781	DeGeneres
Q1192340	Guangzhou City F.C.
Q4165497	Jesenice
Q232402	Louise of Sweden
Q28819065	Petrič
Q8466	1. FC Kaiserslautern
Q27537767	2000 Swedish Open Badminton Championships – mixed doubles
Q69007	Chur
Q51897	Candela
Q48087	Oderzo
Q992	Amersfoort
Q10043682	Category:Kim Dae-jung
Q4215701	Frank M. Carpenter
Q1366645	Gersh Budker
Q510092	Uni
Q27970965	Lady Mary Catherine Stanhope
Q26921368	Sophia, Lady Burdett
Q9067051	Category:Paul Hindemith
Q6715794	Template:Pope Benedict XVI
Q621824	East Bengal FC
Q254879	Council of Elders
Q164954	Negotino
Q1547133	Kallithea F.C.
Q1143631	Cumann na nGaedheal
Q18180968	Remo
Q27887164	Abderhalden
Q57906	Yangzhou
Q1771504	Lyudmila Keldysh
Q1718620	KF Trepça '89
Q1289	Grenoble
Q7338137	Riverdale Country School
Q1412555	Communist League of West Germany
Q8510420	Cimetière de La Madeleine d'Amiens
Q16850296	Joachim
Q21513613	Mikolajczak
Q16860188	Bolaños
Q173277	Blagoevgrad
Q1190529	General José de San Martín
Q618859	apocalypticism
Q320939	Mělník
Q586421	Fantasia No. 3
Q1281608	SuperSport United F.C.
Q4966824	Bridgewater
Q240094	Christiane Eberhardine of Brandenburg-Bayreuth
Q16779475	Category:Peter Ustinov
Q692417	New York Mets
Q5136494	Clube Atlético Votuporanguense
Q1739248	Kerin
Q4576305	Highams Park
Q172415	Kutaisi
Q2612027	Department for Business, Innovation and Skills
Q30101870	Cutchogue Cemetery
Q540608	Rashida Jones
Q3104	Koblenz
Q9082279	Category:Philip Roth
Q4656	Pula
Q21091	Cherrytree Records
Q1138374	St. John's University
Q1066353	Men's 100 metres world record progression
Q5236405	David Lean filmography
Q21507491	Viviano
Q29555540	de Gaulle
Q32738809	Category:Louis Mermaz
Q7414009	San Francisco Bay Area Film Critics Circle Award for Best Actress
Q2635183	MFC Kremin Kremenchuk
Q200262	Kingdom of Navarre
Q21482889	Bueno
Q51537204	Cifuentes case
Q21482717	Adamov
Q154498	Sachsenhausen concentration camp
Q60790	Jordan of Saxony
Q6515	Mervyn Peake
Q851718	Beverley
Q5021268	2010 California gubernatorial election
Q1379798	Evangelical Cemetery of the Augsburg Confession in Warsaw
Q7411097	Samuel Charles Whitbread
Q580027	Gara Garayev
Q7354634	Great President of the Republic of China
Q536395	Slave Market in Rome
Q45670	Kingdom of Portugal
Q21507743	Radonjic
Q408554	Airdrieonians F.C.
Q191789	Martha Washington
Q9437129	Category:David Ben-Gurion
Q44648694	secretary of the Royal Society
Q28017833	Alexander I, Emperor of Russia (1777-1825)
Q847326	Gandzasar-Kapan FC
Q18805	naturalist
Q914000	Bridgnorth
Q1009316	Runcorn
Q10471460	Dickinson
Q35832005	Iberian studies
Q55753284	Herrán
Q15732188	Straub
Q24536915	Ulyanov
Q3856872	Michelle Edwards
Q184753	wound
Q187851	recorder
Q21029017	Christiana Sophia Enrietta Bach
Q1760053	Mairinque
Q25487937	declaration of Israeli independence
Q9051	Luxembourgish
Q38142	samurai
Q21504592	Morrissey
Q103983	heliocentrism
Q190401	tribune
Q876973	Diplomatic Academy of Vienna
Q180731	Gradiška
Q2162146	Rohan
Q216999	Antoine-Jean Gros
Q25906282	Minister of State for Care Services
Q5931207	Hugh Inglis
Q19801238	Luís
Q15233311	President of Czechoslovakia
Q690287	Memel Medal
Q723276	Integrál-DAC
Q385060	Camberwell
Q14623683	Polly Adams
Q1440778	Frances
Q16871142	Jarvis
Q37498462	Caires
Q6413785	Kingswood School
Q26706821	Djibril
Q594686	FK Kareda Kaunas
Q213288	Montbrison
Q1617	Urdu
Q21489142	Kops
Q1299234	Mongol military tactics and organization
Q21510655	Jönsson
Q15298814	Category:Paul Dirac
Q12019509	Herbert Masaryk
Q1312529	high school diploma
Q57645	Adelaide of Saxe-Meiningen
Q259877	Kate del Castillo
Q3191506	KS Lublinianka
Q671042	C.D. Feirense
Q17041131	Auguste Agassiz
Q637230	ignosticism
Q464213	Amy Grant
Q21001393	Ferran Pedret i Santos
Q737510	pulmonary aspiration
Q6243972	Langdon Bonython
Q208158	Viana do Castelo
Q217547	Antonio Urceo
Q977787	gallbladder cancer
Q101978	House of Tudor
Q7561671	Soni
Q458888	Stephan Beckenbauer
Q6865776	Minister for Culture, Communications and Creative Industries
Q52423202	Playford
Q739808	Gjilan
Q913749	Menen Asfaw
Q210148	Peter Fonda
Q20942056	Denzel
Q2771	Billy Elliot the Musical
Q7355020	Rockdale Ilinden FC
Q1738801	Santana
Q1354604	Eriksson
Q1142034	Cartier Diamond Dagger
Q42512	Vizzolo Predabissi
Q1433199	Indiana University – Purdue University Indianapolis
Q18600641	Category:Viktor Yushchenko
Q7372227	Category:Voltaire
Q131638	Shkodër
Q249657	The Captive Mind
Q11120	Werl
Q3590745	Paraguay national under-17 football team
Q582370	Las Rozas CF
Q654581	Lena
Q7566213	2014 South Australian state election
Q702207	First Viennese School
Q524451	Grand Duke George Mikhailovich of Russia
Q7889400	United States Ambassador to Yugoslavia
Q118149	Ralph Waldo Emerson Award
Q1510163	Gerard Menuhin
Q474868	Alor Setar
Q328728	Robert Stephenson
Q10179445	Category:Yongle Emperor
Q284238	John Crichton-Stuart, 2nd Marquess of Bute
Q1424839	Palace of Placentia
Q20927	Daegu
Q358561	Reinhold Niebuhr
Q23773147	Fillon
Q329117	Adolf of Nassau
Q7662442	Synge Street CBS
Q10499	Córdoba CF
Q5426388	FK Selevac
Q37136307	Diatta
Q275793	Nancy Cunard
Q21492686	Alexeyev
Q187402	County Cavan
Q1313340	names inscribed under the Arc de Triomphe
Q931702	Castelao Medal
Q22115628	Richmond Cemetery
Q7834250	transgressive fiction
Q274331	Natalia Pushkina
Q7409064	Sambo Creek
Q938739	San Lorenzo
Q466029	Hoch Conservatory
Q23034463	Grace Ho
Q126399	Warner Bros.
Q12482	set theory
Q1129036	'Alawi dynasty
Q2531304	I Spit on Your Graves
Q6479134	Egyptian Army
Q208793	Saint-Omer
Q1022771	Comisión de Actividades Infantiles
Q3813165	Kartika Luyet
Q24017365	Boscary-Monsservin
Q5029539	Canada women's national under-20 association football team
Q21684304	Musk
Q229208	Claude of France
Q672392	Padma Vibhushan
Q8947722	Category:Winston Churchill
Q16799123	Raymond Craig Turner
Q21032625	member of the Chamber of Peers
Q3069845	Sundridge
Q339560	Accra Hearts of Oak SC
Q272542	Lady Charlotte Guest
Q299932	Mary Anna Custis Lee
Q989445	Primetime Emmy Award for Outstanding Lead Actress in a Drama Series
Q42297850	Carl Reinecke
Q316865	SC Preußen Münster
Q1027891	Grammy Award for Best Pop Vocal Album
Q17484323	Mateus
Q11271031	Kant
Q6678905	Lord Alfred Hervey
Q5106268	Chris Cornell discography
Q14650387	Carpenter
Q39031222	Ratzinger
Q180800	Azerbaijan national football team
Q28020242	Jeanne
Q11351891	Valentina Brodsky
Q29108	FC Zenit Saint Petersburg
Q18478	Leek Town F.C.
Q24698849	Rémy
Q528231	Goldsmiths, University of London
Q54303235	Jorge Filipe
Q16220511	Reinhold Dürrenmatt
Q1048502	Dmitry Ivanovich Zhuravsky
Q37032708	Kastler
Q662665	Freddie Mercury discography
Q37202844	Mascara
Q5362691	Elizabeth Douglas-Hamilton, Duchess of Hamilton and Brandon
Q669130	Yverdon-Sport FC
Q5941640	Humphrey Sturt, 2nd Baron Alington
Q16276631	Heribert
Q1797516	Kırklarelispor
Q17644684	Template:Johnny Depp
Q7987802	Western Economic Association International
Q21286871	Usain Bolt
Q16883169	Sheridan
Q1207735	Tokyo City
Q18123880	tennis singles
Q1400113	Uroš
Q37515017	Saviola
Q1387110	F.C. Felgueiras
Q18219701	Pere
Q3511555	Søren Kragh Andersen
Q312474	Andriyan Nikolayev
Q20894507	Grand Cross of Royal Norwegian Order of Merit
Q43511685	Mori
Q50825407	Minister for the Status of Women
